# 
# ID	X(Mpc)	Y(Mpc)	Z(Mpc)	Vx(km/s)	Vy(km/s)	Vz(km/s)	Vmax(km/s)	Vpeak(km/s)	Mvir(Msun)	Mpeak(Msun)	Rvir(kpc)	Rmax(kpc)	apeak	Mstar_preferred(Msun)	Mstar_Behroozi2013(Msun)	npart	PID	UpID
# 
 7562064 35.07693 35.00469 34.92762  -25.18 -193.87  -85.55   12.32   13.59 1.5521e+08 2.4211e+08 14.00563 1.10974 0.57500  2414.7   93948     1224       -1       -1
 7562065 35.00993 35.18920 34.95332   -3.90 -189.37  -22.17    8.72   11.02 2.6479e+07 1.2104e+08 7.76620 0.63087 0.44560  637.97   35300      266       -1       -1
 7562083 34.92276 35.03437 35.06858  -19.37 -202.76  -10.25    8.68   10.84 2.4014e+07 6.8268e+07 7.51831 0.79927 0.21310  212.45   15725      260       -1       -1
 7562085 34.99790 35.08225 35.06735  -47.63 -220.45  -52.85   13.45   18.10 1.3731e+08 4.8169e+08 13.44225 1.65417 0.33930  9046.3 2.4814e+05     1188  7568489  7568489
 7562097 35.04765 35.19692 35.04787  -18.45 -177.66 -110.58    8.13   10.08 2.8746e+07 6.5817e+07 7.98169 0.86185 0.22640  198.05   14933      230  7568489  7568489
 7562133 35.04437 35.08801 35.09366 -143.56 -123.78  -55.62    9.30    9.61 9.0775e+07 1.1631e+08 11.71127 1.42889 0.78750  590.94   33367      914  7568489  7568489
 7562139 35.02079 35.20794 35.17638 -130.79 -112.21  -17.26    8.09    9.63 1.9099e+07 4.9746e+07 6.96479 0.53493 0.27620   115.7   10058      145  7568489  7568489
 7562186 35.09731 35.08315 35.11155   31.76 -281.59  -50.24   10.50   13.27 3.9155e+07 1.6901e+08 8.84789 0.81114 0.32930  1211.1   56557      472  7568489  7568489
 7562190 35.10538 35.17525 35.16501   71.50 -241.99  -78.81    8.45   12.01 8.8887e+06 9.6268e+07 5.39718 0.36490 0.25000     411   25547       62  7568489  7568489
 7562239 35.21621 35.20768 35.03144 -161.71 -103.57   12.61   11.56   12.50 9.4746e+07 2.7211e+08 11.87887 1.06009 0.39240  3021.9 1.1079e+05      776  7568489  7568489
 7562250 35.18166 34.91639 35.13308 -124.26  -76.77   21.48    9.50   10.55 1.4225e+08 1.7451e+08 13.60141 1.50570 0.78750  1287.8   59170     1105  7568489  7568489
 7562257 34.88027 35.01532 34.97548  172.94 -245.93   38.02   16.58   16.73 7.3831e+08 7.4704e+08 23.55070 2.05259 0.81410   20539 4.5346e+05     4646       -1       -1
 7562258 35.01782 34.97697 35.00237  198.75 -216.29   58.08   10.21   10.12 9.4746e+07 9.5887e+07 11.87887 0.88905 0.88050  398.62   24979      835       -1       -1
 7562283 34.91679 35.03680 35.06269  178.46 -180.88   23.95    8.22    8.36 2.3268e+07 4.6141e+07 7.43803 0.37351 0.39240  100.14  9043.9      274       -1       -1
 7562293 34.99885 35.19617 35.09994  105.44 -182.70  132.23    9.58   13.49 3.6507e+07 2.4958e+08 8.64366 0.83389 0.37920  2559.7   98063      360  7568489  7568489
 7562299 34.95989 35.10976 35.12910  179.02 -278.92  100.76    8.56    8.34 2.1746e+07 3.593e+07 7.27324 0.45480 0.32930  61.948  6352.8      181  7568489  7568489
 7562307 34.82007 34.94014 35.13648   99.01 -123.56  136.79    8.46    9.36 2.269e+07 3.4803e+07 7.37746 0.70520 0.17660  58.272  6073.4      125       -1       -1
 7562314 34.98001 35.00411 35.10617   26.80 -173.24   38.23   11.17   19.46 6.5056e+07 4.4296e+08 10.48028 1.03740 0.25000  7701.5 2.2044e+05      598       -1       -1
 7562321 35.09582 35.00454 35.16989  187.74  -46.82  118.55   12.08   12.36 2.1732e+08 2.1831e+08 15.66620 2.06260 0.98670  1979.6   81176     1370  7568489  7568489
 7562323 34.77528 35.16249 34.95017  119.43  -47.93   91.35   12.02   11.85 1.8718e+08 1.8746e+08 14.90704 1.80092 0.98670  1473.4   65328     1089       -1       -1
 7562332 34.79392 35.04432 35.05882   47.45 -144.60  116.73    8.03    8.62 3.9521e+07 9.7592e+07 8.87606 1.03528 0.57500  421.92   26044      424       -1       -1
 7562335 34.89197 35.12027 35.00828  121.03  -25.86  111.05    9.78    9.78 1.7944e+08 1.7944e+08 14.69859 1.62525 1.00000  1358.5   61543     1117       -1       -1
 7562340 35.08290 35.21431 34.88734   46.78  -99.57  130.35   18.95   21.92 7.3451e+08 1.8141e+09 23.51127 4.28411 0.57500 1.1539e+05 1.6129e+06     4283       -1       -1
 7562343 35.04311 35.18654 34.99734   82.20  -87.16  219.09   10.84   10.51 2.1394e+08 2.2141e+08 15.58310 2.13913 0.92030  2033.9   82808     1583  7568489  7568489
 7562358 35.10242 35.02362 35.11752   32.32  -82.93   48.97   12.17   14.73 7.8676e+07 2.8282e+08 11.16479 1.00516 0.48540  3254.2 1.17e+05      823  7568489  7568489
 7562362 35.10285 35.07056 35.02837   65.74 -129.15  220.21   17.70   19.44 3.2338e+08 4.6127e+08 17.88592 1.63384 0.30280  8324.3 2.3342e+05     1880  7568489  7568489
 7562368 34.72924 35.17289 35.23956   17.23 -271.83   11.22    8.10    9.15 7.2817e+07 1.3125e+08 10.88028 1.10452 0.64140   745.3   39576      967       -1       -1
 7562377 34.83242 35.28435 35.21238  -35.04 -293.40   20.88   11.44   11.66 1.5014e+08 1.9296e+08 13.85070 1.29343 0.74770  1561.9   68192     2209       -1       -1
 7562386 34.77046 35.35873 35.24144  -35.94 -263.44   32.22    8.27    8.45 6.6944e+07 9.1155e+07 10.58028 1.15505 0.70780  370.11   23652      930       -1       -1
 7562396 34.67904 35.33897 35.23476    1.85 -247.06   19.71    8.94   10.32 5.8056e+07 1.2596e+08 10.09014 0.99836 0.49870  688.64   37341     2066       -1       -1
 7562402 35.04134 35.44068 35.21452 -123.71 -252.25   35.23   12.07   12.22 3.1211e+08 3.9e+08 17.67465 1.52975 0.78750  6031.2 1.8417e+05     3415  7568489  7568489
 7562407 35.16146 35.52152 35.22582 -148.46 -189.86   33.97   10.92   10.62 1.538e+08 1.7169e+08 13.95915 1.02295 0.86720  1248.2   57826     1680  7568489  7568489
 7562408 35.14907 35.51966 35.22858 -138.01 -206.27   66.78    9.34    8.56 1.1083e+08 1.2823e+08 12.51690 0.95963 0.81410  712.64   38293     1165  7562407  7568489
 7562416 34.68077 35.12458 35.22523   58.00 -253.82   -2.06   10.81   11.26 1.0062e+08 1.2785e+08 12.11972 1.44114 0.57500  708.58   38133     1745       -1       -1
 7562422 34.78382 35.01327 35.17708   60.21 -241.20   12.07    9.05    9.40 5.6732e+07 8.6423e+07 10.01268 1.42881 0.66800   334.1   21937      732       -1       -1
 7562440 34.70624 34.97873 35.13489   62.07 -226.55   42.42    9.80   10.37 8.3775e+07 1.4507e+08 11.40141 1.55949 0.60160  903.21   45584     1959       -1       -1
 7562450 34.70494 35.05863 35.15431  100.57 -221.48    2.30   24.07   26.38 1.3369e+09 2.407e+09 28.70563 2.62140 0.54850 1.986e+05 2.4038e+06    46104       -1       -1
 7562459 34.72010 35.03003 35.18865  124.04 -191.98   61.79   11.94   11.51 1.0554e+08 2.4211e+08 12.31408 0.68425 0.43230  2414.7   93948     1809       -1       -1
 7562467 34.79873 34.99252 35.13749  136.34 -155.20   33.76    8.48    9.47 6.1662e+07 1.2672e+08 10.29437 1.14271 0.49870  696.64   37659     1867       -1       -1
 7562478 34.66782 35.28615 35.10192   68.67 -264.30   49.91    8.93    9.88 3.2718e+07 8.738e+07 8.33380 0.77509 0.39240  341.25   22281      455       -1       -1
 7562484 34.68068 35.21645 35.23528   35.68 -263.84   14.22    8.23    9.11 5.7493e+07 8.4732e+07 10.05634 0.64801 0.58830  321.67   21334     1425       -1       -1
 7562516 35.08742 35.06332 35.20504  -81.38 -330.57   -2.61   11.76   15.51 5.5606e+07 2.2676e+08 9.94507 0.77037 0.25000  2129.4   85648      457  7568489  7568489
 7562525 34.97652 35.19411 35.18615   -2.20 -189.63  -61.29    9.44   14.47 3.9901e+07 2.893e+08 8.90423 0.71184 0.36590  3398.9 1.208e+05      455  7568489  7568489
 7562535 35.05123 34.96034 35.26400  -91.72  -50.93  -47.83   12.48   12.21 2.2366e+08 2.4338e+08 15.81831 1.06475 0.77420  2439.1   94643     1419  7568489  7568489
 7562549 34.99542 35.21861 35.33827  -25.82  -82.35 -161.42    9.47    9.63 1.1101e+08 1.2425e+08 12.52394 1.75200 0.57500  670.86   36629     1030  7568489  7568489
 7562601 35.12631 35.18686 35.20345 -229.45 -267.44  108.54    8.48   13.17 2.893e+07 2.0958e+08 8.00000 1.17761 0.31610  1830.4   76629      330  7568489  7568489
 7562615 35.01044 35.11020 35.28146 -103.71 -217.50  100.29    8.71   11.88 4.8789e+07 1.3523e+08 9.52113 0.72869 0.35260   789.2   41278      447  7568489  7568489
 7562628 35.10479 35.05889 35.32080  -42.43 -236.74  103.48    8.21   13.77 3.1577e+07 2.069e+08 8.23662 1.01313 0.28950  1785.8   75251      297  7568489  7568489
 7562633 35.02859 35.14265 35.19410 -129.96 -274.07   76.64    9.84   10.89 4.1606e+07 8.9831e+07 9.02958 0.94014 0.40570  359.86   23169      513  7568489  7568489
 7562641 35.09227 35.20896 35.24192 -106.62 -218.20   54.97    9.39   20.94 4.2549e+07 9.0775e+08 9.09718 0.83039 0.30280   30538 6.0703e+05      598  7562952  7568489
 7562642 35.06904 35.12787 35.35269  -63.43 -220.52  158.88    8.12    8.11 1.607e+07 3.8394e+07 6.57606 0.39492 0.36590  70.364  6976.8      229  7568489  7568489
 7562674 34.80652 35.13925 35.33548   39.23 -148.98  120.44    8.18    7.87 3.5746e+07 5.0493e+07 8.58310 0.62036 0.65470  119.06   10271      424       -1       -1
 7562681 35.01663 35.20861 35.23575 -167.91 -129.95   24.20    9.09    9.48 3.6507e+07 7.2817e+07 8.64366 0.71838 0.35260  240.46   17224      340  7568489  7568489
 7562705 35.12317 35.16700 35.23769  -73.06   18.48  189.27    8.34    9.02 1.6831e+07 4.7845e+07 6.67746 0.44418 0.31610  107.36  9519.2      534  7568489  7568489
 7562708 34.88345 35.16463 35.35861   -7.15 -100.93   48.76    8.49    9.93 3.1394e+07 8.7746e+07 8.21972 1.07103 0.37920     344   22413      593       -1       -1
 7562713 34.73189 35.04334 35.24892  124.68 -301.92   -6.85   12.85   12.85 2.9845e+08 2.9845e+08 17.41268 1.27512 1.00000  3608.4 1.2623e+05     2281       -1       -1
 7562728 35.09872 34.98996 35.16732  228.19 -150.07  -53.81    9.09    8.97 7.0732e+07 8.0563e+07 10.77606 0.87705 0.64140  291.97   19867      538  7562321  7568489
 7562741 35.12231 35.18935 35.23375  178.23 -285.40 -144.11   15.81   23.06 1.0004e+08 1.0637e+09 12.09718 0.85912 0.27620   41401 7.5925e+05      545  7568489  7568489
 7562744 35.04483 35.12362 35.30139   77.69 -290.46  -11.69   10.62   12.30 3.1775e+07 1.1839e+08 8.25352 0.67128 0.28950  611.44   34214      172  7568489  7568489
 7562755 34.98248 35.07703 35.19776  211.23 -169.07  -35.28    9.75   10.38 6.5254e+07 1.6761e+08 10.49014 0.67611 0.45880  1191.8   55893      521  7568489  7568489
 7562760 35.11125 35.20313 35.25037  284.75 -175.87   19.13    8.75   14.45 1.1537e+07 1.2142e+08 5.88732 0.32930 0.17660  641.82   35456       62  7568489  7568489
 7562789 34.99992 35.04330 35.17580    6.26 -112.53   13.68   14.08   17.86 1.2823e+08 6.707e+08 13.13944 1.25500 0.37920   17080 3.9597e+05     1593  7568489  7568489
 7562790 35.03945 35.04632 35.15877   36.71  -72.03   29.56    9.03   11.44 2.1183e+07 8.5099e+07 7.20986 0.35939 0.30280  324.35   21464      268  7568489  7568489
 7562791 35.05911 35.04493 35.24493  177.80 -135.63    0.17   20.70   25.39 5.2211e+08 1.4225e+09 20.98310 2.07498 0.33930   72348 1.1444e+06     2892  7568489  7568489
 7562802 34.89659 35.21255 35.37380  149.37 -168.57    4.38   10.75   11.62 9.5127e+07 1.7746e+08 11.89437 0.81704 0.54850    1330   60591      633       -1       -1
 7562803 34.98521 35.16163 35.28972   40.72 -111.36   -7.58   11.69   11.87 6.2408e+07 8.1127e+07 10.33521 1.16755 0.88050  295.91   20063      596  7567338  7568489
 7562813 34.98755 35.16500 35.38587  212.54 -103.16   10.12    8.64   13.44 2.3451e+07 1.0742e+08 7.45915 0.57813 0.16330   507.3   29824      135  7568489  7568489
 7562815 35.01739 35.19634 35.37570  224.20 -104.17    9.77   23.52   32.43 8.2817e+08 1.4352e+09 24.47042 2.01004 0.25000   73591 1.1589e+06     5802  7568489  7568489
 7562825 34.98731 35.07306 35.23048  194.94  -81.13   56.81   18.40   21.53 5.0704e+08 1.1745e+09 20.77887 2.28123 0.45880   50081 8.7328e+05     5751  7568489  7568489
 7562826 35.05096 35.15955 35.27021  238.25  -50.22   14.31    9.17   10.85 5.5606e+07 1.5268e+08 9.94507 1.22899 0.40570  996.32   48994      714  7568489  7568489
 7562830 35.08463 35.13346 35.31303  222.33  -44.26  -10.68    9.23   10.13 4.7465e+07 8.7183e+07 9.43521 0.84098 0.43230  339.77   22210      760  7568489  7568489
 7562844 34.92918 35.04342 35.22487  170.54 -316.02   25.45   11.33   11.73 2.3394e+08 2.4183e+08 16.05634 2.03351 0.86720  2260.7   89503     1763       -1       -1
 7562849 34.83101 35.17208 35.24906  195.40 -207.04   48.39    8.47    7.72 3.3662e+07 3.5183e+07 8.41408 0.54447 0.70780   54.66  5794.2      203       -1       -1
 7562857 35.00659 35.39649 35.17435   18.04 -320.08   44.88   12.30   12.71 7.8859e+07 1.1972e+08 11.17465 0.78469 0.54850  624.64   34756     1000  7568489  7568489
 7562871 35.06062 35.14228 35.36230   87.38 -250.85   85.22   11.25   12.04 3.7254e+07 1.1707e+08 8.70282 0.61667 0.31610  598.38   33675      547  7568489  7568489
 7562872 35.09827 35.14699 35.35193   96.72 -212.90   96.36   12.17   14.16 4.5775e+07 1.4944e+08 9.32113 0.68614 0.22640  956.13   47533      507  7568489  7568489
 7562875 34.99424 35.18963 35.29011   27.88 -216.69  223.39    9.24    9.12 5.8817e+07 8.0563e+07 10.13380 0.82939 0.50860  291.97   19867      602  7568489  7568489
 7562882 35.06501 35.23439 35.14776  152.98 -204.04  131.92   11.06   38.27 4.9169e+07 3.1113e+09 9.54648 0.85076 0.21310 3.2504e+05 3.4522e+06      387  7563429  7568489
 7562894 34.92103 35.04466 35.25149  182.80 -157.58   72.05    8.11   10.22 1.9296e+07 5.8817e+07 6.98873 0.55627 0.32930  159.59   12741      141       -1       -1
 7562899 34.92890 35.13142 35.30315  125.21 -179.73   67.76    9.99   12.45 4.293e+07 1.2861e+08 9.12394 0.91359 0.37920   716.7   38454      434  7568489  7568489
 7562911 34.71785 35.06313 35.30021   66.62 -135.57   68.80   10.17   10.95 8.4535e+07 1.4732e+08 11.43662 1.55577 0.53520  930.34   46587      825       -1       -1
 7562919 35.00438 35.09354 35.29724  149.43 -110.51   94.14    8.29   10.15 2.2887e+07 9.0211e+07 7.39718 0.82879 0.33930  362.79   23307      135  7568489  7568489
 7562920 35.00662 35.05913 35.20590   85.95 -135.23   63.12    8.04   14.47 2.0803e+07 1.7437e+08 7.16620 0.76695 0.20000  1285.8   59102      269  7568489  7568489
 7562923 35.09100 35.10500 35.19623  174.17  -93.94   82.98   16.81   25.62 1.0931e+08 7.3225e+08 12.45915 0.97573 0.16330   20216 4.4822e+05      607  7568489  7568489
 7562932 35.04968 35.16630 35.23241  -58.36 -224.26  136.16   11.88   25.86 9.4746e+07 1.2601e+09 11.87887 1.47441 0.26290   57326 9.6448e+05     1429  7568489  7568489
 7562938 34.72554 35.09401 35.24923  130.10 -113.82  106.67   15.52   20.78 1.6056e+08 4.2225e+08 14.16338 1.23958 0.17660  7025.2 2.0604e+05     2104       -1       -1
 7562942 35.01172 35.16441 35.24382  -16.98 -174.89  225.97   10.56   11.50 4.369e+07 1.0175e+08 9.17746 0.73689 0.31610  457.08   27624      481  7568489  7568489
 7562952 35.10127 35.21114 35.23918  334.72 -138.52  122.82   11.39   11.80 9.569e+07 1.0421e+08 11.91831 1.11547 0.74770  478.58   28573      563  7568489  7568489
 7562961 34.38815 35.24506 35.20446   41.00 -217.16  -20.20    8.18    8.10 2.893e+07 4.2549e+07 8.00000 0.59537 0.47210   85.71  8066.1      264  7563520  7563520
 7562968 34.51838 35.31814 35.16035  115.77  -76.96  -12.00   10.46   10.03 1.6127e+08 1.6338e+08 14.18451 1.82203 0.96020  1106.7   52932     1225       -1       -1
 7562972 34.39111 35.21676 35.16866  110.55 -157.05   72.25    8.33    7.56 2.2507e+07 2.307e+07 7.35634 0.57379 0.85390  25.235    3282      148  7563520  7563520
 7562990 34.56711 35.42949 35.10037   81.47 -304.81  -19.68    9.47    9.47 1.569e+08 1.569e+08 14.05634 1.98475 1.00000  1049.9   50920      911       -1       -1
 7562995 34.69090 35.29327 35.01975   -5.40 -197.57   79.18    9.60   10.25 5.8437e+07 9.6831e+07 10.11127 1.16579 0.68130  415.63   25758      410       -1       -1
 7563001 34.67941 35.27752 35.12755  123.50 -225.71  123.71   14.10   14.00 3.662e+08 3.669e+08 18.64085 2.78673 0.96020  5344.3 1.685e+05     2162       -1       -1
 7563064 34.79687 35.34762 35.09732  111.10 -333.41  -10.08   10.72   10.88 1.1858e+08 1.1952e+08 12.80141 0.98327 0.97340  613.26   34289      776       -1       -1
 7563073 35.10406 35.23921 35.13997  107.70 -404.95  -56.68   11.74   11.89 1.0004e+08 1.7507e+08 12.09718 1.29252 0.56180  1295.8   59440      778  7568489  7568489
 7563098 34.82954 35.20634 35.00358  183.10 -178.52  -75.23   20.09   19.10 1.7127e+09 2.2563e+09 31.17324 4.01097 0.93360 1.0332e+05 1.4872e+06    11901       -1       -1
 7563108 34.83838 35.23503 35.02220  184.60 -180.09  -52.65   16.22   17.32 6.9085e+08 7.1577e+08 23.03521 3.28547 0.40570   18079 4.1286e+05     4987       -1       -1
 7563116 34.91444 35.24369 34.98511  201.95 -212.69  -33.66   11.55   12.11 2.1197e+08 2.2183e+08 15.53803 1.66574 0.94690  1870.7   77868     2118       -1       -1
 7563121 35.01327 35.25830 35.02685  234.67 -201.76  -20.26   24.81   24.90 2.5732e+09 2.6113e+09 35.70563 5.95016 0.90700 2.3221e+05 2.6964e+06    17153  7568489  7568489
 7563134 34.88993 35.37690 35.04255   59.92 -237.90  -65.89   26.52   27.78 2.6958e+09 3.3746e+09 36.26761 5.19732 0.65470 3.7992e+05 3.8712e+06    20444       -1       -1
 7563135 34.81945 35.48099 35.09962   19.26 -183.10  -91.68    8.63    8.55 4.8225e+07 5.8254e+07 9.48451 0.71070 0.66800  156.67   12569      629       -1       -1
 7563144 35.08886 35.60746 35.13615   54.81 -256.65  -22.57    8.94    9.80 5.2577e+07 1.1442e+08 9.76197 1.12014 0.50860  572.66   32605      386       -1       -1
 7563151 35.08138 35.24096 35.18707  -28.87  -22.49 -188.13    8.55    9.67 2.5718e+07 7.3944e+07 7.69155 0.66691 0.43230  247.66   17602      169  7568489  7568489
 7563177 35.01030 35.22503 35.17854  -59.96   12.99  -23.09   10.31   12.48 5.107e+07 1.5056e+08 9.66761 0.92538 0.27620  970.02   48040      429  7568489  7568489
 7563251 35.15396 35.31493 34.86665  -31.68 -159.57  119.70   10.18   10.29 7.7169e+07 1.0818e+08 11.09296 1.34982 0.43230  514.21   30123      896       -1       -1
 7563268 35.18328 35.29920 35.02232 -158.51 -187.03   -9.25    8.77    9.83 4.0282e+07 1.0401e+08 8.93239 0.81430 0.35260  476.84   28497      688  7568489  7568489
 7563272 35.17415 35.30962 35.02025 -157.51 -176.93    9.81    8.07    9.75 3.7831e+07 1.0515e+08 8.74648 0.69950 0.35260  486.94   28939      365  7568489  7568489
 7563274 34.83496 35.11182 35.27632   45.59 -196.55  107.13   11.25   15.09 9.4563e+07 2.7197e+08 11.87183 1.49750 0.25000  3018.9 1.1071e+05     1664       -1       -1
 7563282 35.09794 35.22675 35.18885  -81.35 -438.14   93.79    9.73    9.50 6.7901e+07 8.8887e+07 10.62958 1.01462 0.68130  352.64   22826      488  7568489  7568489
 7563296 35.01686 35.28011 34.92780 -112.94 -187.53   79.65   20.66   21.32 1.5887e+09 1.9042e+09 30.40563 4.45485 0.78750 1.2665e+05 1.7271e+06    11640       -1       -1
 7563297 35.01820 35.29887 35.11582 -113.60 -291.97   40.13   10.59   15.42 7.0915e+07 3.2831e+08 10.78592 0.87744 0.28950  4333.3 1.4442e+05      461  7568489  7568489
 7563299 35.11039 35.28263 35.18763  -89.99 -164.80   40.34   10.11    9.61 2.4592e+07 3.4986e+07 7.57746 0.70862 0.82740  58.862  6118.5      183  7568489  7568489
 7563303 35.12272 35.39452 35.17028  -41.85 -262.54   65.86    8.59    9.10 2.1183e+07 3.8775e+07 7.20986 0.51758 0.33930  71.708  7074.5      181  7568489  7568489
 7563304 35.07501 35.36617 35.16215  -38.83 -138.97  135.54    8.81    9.31 2.0042e+07 4.7099e+07 7.07887 0.72351 0.27620  104.17  9310.1      203  7569837  7568489
 7563305 35.04069 35.24921 35.11094  -80.08 -239.86  212.19    8.48    8.42 7.4141e+07 8.7563e+07 10.94648 1.48259 0.47210  342.62   22347      516  7568489  7568489
 7563306 35.11611 35.27266 35.07752 -118.89 -233.95  198.23   11.32   11.21 1.9042e+08 2.0155e+08 14.99155 2.01390 0.70780  1698.1   72518     1146  7568489  7568489
 7563317 35.06944 35.46966 35.09031  -31.42 -285.20   46.57    9.05    9.64 4.6718e+07 6.5437e+07 9.38451 0.56602 0.58830  195.85   14812      712  7568489  7568489
 7563321 35.19072 35.51127 34.94824  -37.62 -232.48   15.84    9.49    9.75 7.262e+07 1.3125e+08 10.87183 1.53525 0.50860   745.3   39576      811       -1       -1
 7563342 35.11248 35.24472 35.17511  -49.22  103.74   39.58   11.03   13.47 8.1324e+07 2.2225e+08 11.28873 1.07064 0.45880  2048.8   83254      558  7568489  7568489
 7563361 34.61299 35.26483 35.17452  137.51 -189.76   53.66   17.84   18.03 7.7972e+08 7.938e+08 23.98310 1.81480 0.93360   22807 4.8978e+05     5501       -1       -1
 7563378 35.11576 35.24897 35.06323  166.79 -265.60  166.82    9.82   10.36 6.1085e+07 1.3239e+08 10.26197 0.80133 0.50860  757.79   40063      539  7568489  7568489
 7563384 35.11548 35.23048 35.13265   70.98 -247.19  163.87   10.76   15.43 1.7211e+07 1.7535e+08 6.72817 0.48516 0.17660  1299.8   59575       92  7568489  7568489
 7563385 34.91561 35.33292 35.16511   83.39 -221.53   33.16   12.68   17.14 7.6592e+07 4.1e+08 11.06620 0.86991 0.25000    6639 1.9765e+05      874       -1       -1
 7563387 34.96986 35.28682 35.06111   16.82 -257.63  154.41   10.16   10.09 7.6408e+07 1.4423e+08 11.05634 1.47250 0.40570  893.14   45209     1017  7564066  7568489
 7563406 34.96979 35.32259 35.08810  137.99 -215.98   73.39    8.16    9.93 1.7211e+07 7.7732e+07 6.72817 0.63521 0.28950  272.59   18888      417  7568489  7568489
 7563417 34.90139 35.49111 35.03365  101.52 -165.33   49.61   12.21   12.26 1.4032e+08 1.8085e+08 13.54085 1.46661 0.60160  1379.1   62227     1188       -1       -1
 7563429 35.06220 35.22354 35.13042   47.72 -130.15  242.03   25.59   27.43 1.4169e+09 2.3887e+09 29.26338 3.60091 0.56180 1.9571e+05 2.3781e+06     8042  7568489  7568489
 7563439 35.05734 35.42304 35.06058  229.39 -136.89   20.51   15.62   15.53 5.3099e+08 5.3169e+08 21.10141 1.73003 0.98670   10935 2.8527e+05     4167  7568489  7568489
 7563455 34.89758 35.45690 35.09077   89.22  -75.61   12.09    8.98    8.71 8.6803e+07 1.1669e+08 11.53803 1.38102 0.56180  594.65   33521     1268       -1       -1
 7563458 34.81746 35.29793 35.14785   31.47  -35.02    6.96   10.94   11.28 1.8197e+08 2.1197e+08 14.76479 2.43878 0.73440  1870.7   77868     1881       -1       -1
 7563459 34.82203 35.40151 35.13677   68.66  -57.36   14.06    9.59   10.33 1.061e+08 1.5887e+08 12.33521 2.63743 0.66800  1075.4   51826     1515       -1       -1
